[[51, 0, 0], [0, 255, 0], [75, 0, 0], [0, 202, 0], [179, 0, 0], [0, 50, 0], [80, 0, 0], [0, 140, 0], [17, 0, 0], [0, 178, 0], [51, 0, 0], [0, 77, 0], [206, 0, 0], [0, 35, 0], [14, 0, 0], [0, 195, 0], [91, 0, 0], [0, 1, 0], [228, 0, 0], [0, 202, 0], [53, 0, 0], [0, 244, 0], [87, 0, 0], [0, 92, 0], [221, 0, 0], [0, 71, 0], [0, 0, 0], [0, 171, 0], [238, 0, 0], [0, 95, 0], [240, 0, 0], [0, 217, 0], [138, 0, 0], [0, 106, 0], [191, 0, 0], [0, 216, 0], [230, 0, 0], [0, 45, 0], [84, 0, 0], [0, 6, 0], [193, 0, 0], [0, 27, 0], [211, 0, 0], [0, 223, 0], [201, 0, 0], [0, 18, 0], [248, 0, 0], [0, 108, 0], [157, 0, 0], [0, 5, 0], [95, 0, 0], [0, 238, 0], [186, 0, 0], [0, 137, 0], [26, 0, 0], [0, 117, 0], [21, 0, 0], [0, 137, 0], [204, 0, 0], [0, 74, 0]]
[[0, 47, 0], [0, 0, 177], [0, 23, 0], [0, 0, 13], [0, 242, 0], [0, 0, 108], [0, 17, 0], [0, 0, 23], [0, 208, 0], [0, 0, 173], [0, 21, 0], [0, 0, 121], [0, 192, 0], [0, 0, 76], [0, 69, 0], [0, 0, 194], [0, 67, 0], [0, 0, 196], [0, 204, 0], [0, 0, 208], [0, 154, 0], [0, 0, 38], [0, 98, 0], [0, 0, 205], [0, 244, 0], [0, 0, 225], [0, 123, 0], [0, 0, 180], [0, 125, 0], [0, 0, 188], [0, 240, 0], [0, 0, 237], [0, 173, 0], [0, 0, 205], [0, 156, 0], [0, 0, 54], [0, 206, 0], [0, 0, 110], [0, 116, 0], [0, 0, 83], [0, 155, 0], [0, 0, 213], [0, 171, 0], [0, 0, 161], [0, 167, 0], [0, 0, 15], [0, 99, 0], [0, 0, 26], [0, 142, 0], [0, 0, 28], [0, 224, 0], [0, 0, 60], [0, 65, 0], [0, 0, 44], [0, 54, 0], [0, 0, 42], [0, 34, 0], [0, 0, 37], [0, 250, 0], [0, 0, 30]]
[[231, 0, 0], [0, 226, 0], [12, 0, 0], [0, 219, 0], [196, 0, 0], [0, 158, 0], [195, 0, 0], [0, 28, 0], [244, 0, 0], [0, 149, 0], [105, 0, 0], [0, 115, 0], [189, 0, 0], [0, 46, 0], [255, 0, 0], [0, 146, 0], [252, 0, 0], [0, 251, 0], [16, 0, 0], [0, 87, 0], [160, 0, 0], [0, 133, 0], [235, 0, 0], [0, 127, 0], [59, 0, 0], [0, 58, 0], [24, 0, 0], [0, 89, 0], [248, 0, 0], [0, 156, 0], [177, 0, 0], [0, 65, 0], [102, 0, 0], [0, 13, 0], [187, 0, 0], [0, 244, 0], [222, 0, 0], [0, 185, 0], [15, 0, 0], [0, 228, 0], [208, 0, 0], [0, 105, 0], [110, 0, 0], [0, 237, 0], [227, 0, 0], [0, 167, 0], [170, 0, 0], [0, 97, 0], [192, 0, 0], [0, 245, 0], [175, 0, 0], [0, 170, 0], [67, 0, 0], [0, 224, 0], [237, 0, 0], [0, 216, 0], [105, 0, 0], [0, 131, 0], [190, 0, 0], [0, 108, 0]]
[[0, 75, 0], [0, 0, 132], [0, 220, 0], [0, 0, 97], [0, 69, 0], [0, 0, 16], [0, 93, 0], [0, 0, 8], [0, 244, 0], [0, 0, 93], [0, 178, 0], [0, 0, 156], [0, 251, 0], [0, 0, 189], [0, 44, 0], [0, 0, 227], [0, 63, 0], [0, 0, 170], [0, 64, 0], [0, 0, 135], [0, 30, 0], [0, 0, 161], [0, 125, 0], [0, 0, 249], [0, 186, 0], [0, 0, 108], [0, 57, 0], [0, 0, 104], [0, 107, 0], [0, 0, 67], [0, 198, 0], [0, 0, 123], [0, 106, 0], [0, 0, 233], [0, 43, 0], [0, 0, 222], [0, 31, 0], [0, 0, 126], [0, 85, 0], [0, 0, 180], [0, 41, 0], [0, 0, 100], [0, 152, 0], [0, 0, 94], [0, 143, 0], [0, 0, 200], [0, 143, 0], [0, 0, 234], [0, 38, 0], [0, 0, 205], [0, 44, 0], [0, 0, 75], [0, 209, 0], [0, 0, 196], [0, 160, 0], [0, 0, 77], [0, 229, 0], [0, 0, 224], [0, 229, 0], [0, 0, 40]]
[[126, 0, 0], [0, 74, 0], [223, 0, 0], [0, 57, 0], [111, 0, 0], [0, 123, 0], [242, 0, 0], [0, 199, 0], [19, 0, 0], [0, 225, 0], [19, 0, 0], [0, 229, 0], [195, 0, 0], [0, 187, 0], [184, 0, 0], [0, 80, 0], [84, 0, 0], [0, 31, 0], [205, 0, 0], [0, 175, 0], [222, 0, 0], [0, 229, 0], [145, 0, 0], [0, 123, 0], [172, 0, 0], [0, 31, 0], [63, 0, 0], [0, 218, 0], [238, 0, 0], [0, 2, 0], [138, 0, 0], [0, 78, 0], [95, 0, 0], [0, 96, 0], [159, 0, 0], [0, 179, 0], [28, 0, 0], [0, 144, 0], [200, 0, 0], [0, 240, 0], [99, 0, 0], [0, 203, 0], [56, 0, 0], [0, 96, 0], [22, 0, 0], [0, 147, 0], [131, 0, 0], [0, 159, 0], [37, 0, 0], [0, 166, 0], [58, 0, 0], [0, 64, 0], [27, 0, 0], [0, 138, 0], [26, 0, 0], [0, 58, 0], [167, 0, 0], [0, 22, 0], [163, 0, 0], [0, 33, 0]]
[[0, 221, 0], [0, 0, 255], [0, 172, 0], [0, 0, 146], [0, 252, 0], [0, 0, 179], [0, 178, 0], [0, 0, 160], [0, 56, 0], [0, 0, 227], [0, 79, 0], [0, 0, 228], [0, 219, 0], [0, 0, 223], [0, 163, 0], [0, 0, 244], [0, 163, 0], [0, 0, 254], [0, 4, 0], [0, 0, 87], [0, 128, 0], [0, 0, 189], [0, 251, 0], [0, 0, 85], [0, 183, 0], [0, 0, 255], [0, 140, 0], [0, 0, 202], [0, 178, 0], [0, 0, 226], [0, 169, 0], [0, 0, 253], [0, 229, 0], [0, 0, 194], [0, 194, 0], [0, 0, 157], [0, 49, 0], [0, 0, 157], [0, 126, 0], [0, 0, 226], [0, 177, 0], [0, 0, 122], [0, 2, 0], [0, 0, 32], [0, 68, 0], [0, 0, 83], [0, 169, 0], [0, 0, 109], [0, 64, 0], [0, 0, 224], [0, 149, 0], [0, 0, 4], [0, 198, 0], [0, 0, 193], [0, 113, 0], [0, 0, 237], [0, 109, 0], [0, 0, 185], [0, 89, 0], [0, 0, 199]]
[[231, 0, 0], [0, 178, 0], [194, 0, 0], [0, 232, 0], [75, 0, 0], [0, 190, 0], [79, 0, 0], [0, 197, 0], [122, 0, 0], [0, 82, 0], [220, 0, 0], [0, 176, 0], [159, 0, 0], [0, 128, 0], [170, 0, 0], [0, 190, 0], [21, 0, 0], [0, 129, 0], [139, 0, 0], [0, 151, 0], [49, 0, 0], [0, 206, 0], [134, 0, 0], [0, 255, 0], [154, 0, 0], [0, 34, 0], [59, 0, 0], [0, 219, 0], [24, 0, 0], [0, 6, 0], [193, 0, 0], [0, 242, 0], [139, 0, 0], [0, 42, 0], [199, 0, 0], [0, 129, 0], [41, 0, 0], [0, 182, 0], [171, 0, 0], [0, 4, 0], [111, 0, 0], [0, 68, 0], [40, 0, 0], [0, 128, 0], [176, 0, 0], [0, 89, 0], [253, 0, 0], [0, 214, 0], [65, 0, 0], [0, 238, 0], [137, 0, 0], [0, 110, 0], [181, 0, 0], [0, 165, 0], [128, 0, 0], [0, 195, 0], [224, 0, 0], [0, 8, 0], [203, 0, 0], [0, 73, 0]]
[[0, 88, 0], [0, 0, 106], [0, 12, 0], [0, 0, 222], [0, 78, 0], [0, 0, 9], [0, 68, 0], [0, 0, 196], [0, 136, 0], [0, 0, 81], [0, 103, 0], [0, 0, 240], [0, 39, 0], [0, 0, 9], [0, 234, 0], [0, 0, 210], [0, 81, 0], [0, 0, 248], [0, 3, 0], [0, 0, 115], [0, 161, 0], [0, 0, 166], [0, 185, 0], [0, 0, 131], [0, 28, 0], [0, 0, 94], [0, 98, 0], [0, 0, 189], [0, 36, 0], [0, 0, 184], [0, 205, 0], [0, 0, 133], [0, 24, 0], [0, 0, 16], [0, 251, 0], [0, 0, 184], [0, 80, 0], [0, 0, 198], [0, 237, 0], [0, 0, 166], [0, 169, 0], [0, 0, 24], [0, 140, 0], [0, 0, 150], [0, 103, 0], [0, 0, 235], [0, 199, 0], [0, 0, 96], [0, 112, 0], [0, 0, 61], [0, 202, 0], [0, 0, 109], [0, 5, 0], [0, 0, 122], [0, 5, 0], [0, 0, 21], [0, 132, 0], [0, 0, 251], [0, 76, 0], [0, 0, 133]]
[[25, 0, 0], [0, 225, 0], [111, 0, 0], [0, 237, 0], [202, 0, 0], [0, 53, 0], [169, 0, 0], [0, 45, 0], [184, 0, 0], [0, 132, 0], [86, 0, 0], [0, 188, 0], [153, 0, 0], [0, 62, 0], [158, 0, 0], [0, 127, 0], [44, 0, 0], [0, 33, 0], [159, 0, 0], [0, 166, 0], [252, 0, 0], [0, 87, 0], [213, 0, 0], [0, 224, 0], [28, 0, 0], [0, 113, 0], [137, 0, 0], [0, 99, 0], [233, 0, 0], [0, 241, 0], [232, 0, 0], [0, 182, 0], [69, 0, 0], [0, 125, 0], [76, 0, 0], [0, 130, 0], [86, 0, 0], [0, 160, 0], [31, 0, 0], [0, 8, 0], [42, 0, 0], [0, 189, 0], [145, 0, 0], [0, 53, 0], [150, 0, 0], [0, 198, 0], [110, 0, 0], [0, 241, 0], [180, 0, 0], [0, 30, 0], [149, 0, 0], [0, 162, 0], [126, 0, 0], [0, 162, 0], [82, 0, 0], [0, 92, 0], [177, 0, 0], [0, 240, 0], [27, 0, 0], [0, 199, 0]]
[[0, 108, 0], [0, 0, 201], [0, 245, 0], [0, 0, 119], [0, 104, 0], [0, 0, 54], [0, 195, 0], [0, 0, 106], [0, 180, 0], [0, 0, 153], [0, 64, 0], [0, 0, 37], [0, 237, 0], [0, 0, 101], [0, 107, 0], [0, 0, 153], [0, 141, 0], [0, 0, 49], [0, 226, 0], [0, 0, 145], [0, 228, 0], [0, 0, 148], [0, 249, 0], [0, 0, 8], [0, 252, 0], [0, 0, 12], [0, 99, 0], [0, 0, 22], [0, 128, 0], [0, 0, 216], [0, 87, 0], [0, 0, 164], [0, 135, 0], [0, 0, 116], [0, 232, 0], [0, 0, 67], [0, 250, 0], [0, 0, 154], [0, 226, 0], [0, 0, 144], [0, 2, 0], [0, 0, 131], [0, 9, 0], [0, 0, 81], [0, 116, 0], [0, 0, 151], [0, 167, 0], [0, 0, 180], [0, 161, 0], [0, 0, 75], [0, 139, 0], [0, 0, 215], [0, 207, 0], [0, 0, 205], [0, 235, 0], [0, 0, 154], [0, 125, 0], [0, 0, 95], [0, 140, 0], [0, 0, 145]]
[[13, 0, 0], [0, 76, 0], [182, 0, 0], [0, 132, 0], [234, 0, 0], [0, 34, 0], [38, 0, 0], [0, 178, 0], [35, 0, 0], [0, 141, 0], [66, 0, 0], [0, 252, 0], [115, 0, 0], [0, 33, 0], [105, 0, 0], [0, 142, 0], [67, 0, 0], [0, 137, 0], [208, 0, 0], [0, 82, 0], [63, 0, 0], [0, 26, 0], [120, 0, 0], [0, 14, 0], [241, 0, 0], [0, 51, 0], [146, 0, 0], [0, 118, 0], [180, 0, 0], [0, 135, 0], [103, 0, 0], [0, 158, 0], [252, 0, 0], [0, 11, 0], [14, 0, 0], [0, 241, 0], [108, 0, 0], [0, 156, 0], [246, 0, 0], [0, 144, 0], [43, 0, 0], [0, 204, 0], [217, 0, 0], [0, 141, 0], [184, 0, 0], [0, 88, 0], [58, 0, 0], [0, 61, 0], [60, 0, 0], [0, 217, 0], [74, 0, 0], [0, 117, 0], [207, 0, 0], [0, 188, 0], [187, 0, 0], [0, 30, 0], [17, 0, 0], [0, 239, 0], [88, 0, 0], [0, 227, 0]]
[[0, 121, 0], [0, 0, 43], [0, 29, 0], [0, 0, 33], [0, 82, 0], [0, 0, 18], [0, 95, 0], [0, 0, 63], [0, 46, 0], [0, 0, 198], [0, 217, 0], [0, 0, 73], [0, 168, 0], [0, 0, 14], [0, 196, 0], [0, 0, 48], [0, 4, 0], [0, 0, 246], [0, 48, 0], [0, 0, 36], [0, 61, 0], [0, 0, 165], [0, 31, 0], [0, 0, 146], [0, 98, 0], [0, 0, 160], [0, 229, 0], [0, 0, 51], [0, 95, 0], [0, 0, 153], [0, 74, 0], [0, 0, 209], [0, 68, 0], [0, 0, 170], [0, 133, 0], [0, 0, 10], [0, 145, 0], [0, 0, 177], [0, 176, 0], [0, 0, 201], [0, 160, 0], [0, 0, 181], [0, 239, 0], [0, 0, 3], [0, 59, 0], [0, 0, 134], [0, 110, 0], [0, 0, 180], [0, 158, 0], [0, 0, 254], [0, 22, 0], [0, 0, 227], [0, 90, 0], [0, 0, 147], [0, 17, 0], [0, 0, 236], [0, 233, 0], [0, 0, 207], [0, 216, 0], [0, 0, 171]]
[[58, 0, 0], [0, 24, 0], [83, 0, 0], [0, 14, 0], [29, 0, 0], [0, 96, 0], [223, 0, 0], [0, 200, 0], [42, 0, 0], [0, 124, 0], [243, 0, 0], [0, 72, 0], [70, 0, 0], [0, 239, 0], [117, 0, 0], [0, 115, 0], [246, 0, 0], [0, 160, 0], [26, 0, 0], [0, 73, 0], [59, 0, 0], [0, 213, 0], [166, 0, 0], [0, 103, 0], [41, 0, 0], [0, 254, 0], [96, 0, 0], [0, 20, 0], [172, 0, 0], [0, 125, 0], [94, 0, 0], [0, 23, 0], [80, 0, 0], [0, 140, 0], [103, 0, 0], [0, 80, 0], [23, 0, 0], [0, 228, 0], [213, 0, 0], [0, 119, 0], [214, 0, 0], [0, 199, 0], [66, 0, 0], [0, 140, 0], [78, 0, 0], [0, 205, 0], [179, 0, 0], [0, 156, 0], [131, 0, 0], [0, 210, 0], [127, 0, 0], [0, 62, 0], [96, 0, 0], [0, 71, 0], [134, 0, 0], [0, 231, 0], [38, 0, 0], [0, 213, 0], [12, 0, 0], [0, 63, 0]]
[[0, 20, 0], [0, 0, 133], [0, 93, 0], [0, 0, 250], [0, 237, 0], [0, 0, 115], [0, 118, 0], [0, 0, 245], [0, 16, 0], [0, 0, 149], [0, 220, 0], [0, 0, 56], [0, 90, 0], [0, 0, 162], [0, 25, 0], [0, 0, 26], [0, 127, 0], [0, 0, 152], [0, 218, 0], [0, 0, 43], [0, 177, 0], [0, 0, 168], [0, 92, 0], [0, 0, 44], [0, 117, 0], [0, 0, 37], [0, 209, 0], [0, 0, 72], [0, 212, 0], [0, 0, 108], [0, 218, 0], [0, 0, 15], [0, 213, 0], [0, 0, 124], [0, 204, 0], [0, 0, 5], [0, 100, 0], [0, 0, 56], [0, 121, 0], [0, 0, 201], [0, 85, 0], [0, 0, 120], [0, 143, 0], [0, 0, 232], [0, 191, 0], [0, 0, 116], [0, 143, 0], [0, 0, 130], [0, 41, 0], [0, 0, 147], [0, 110, 0], [0, 0, 242], [0, 86, 0], [0, 0, 146], [0, 34, 0], [0, 0, 71], [0, 216, 0], [0, 0, 188], [0, 243, 0], [0, 0, 138]]
[[14, 0, 0], [0, 88, 0], [244, 0, 0], [0, 145, 0], [178, 0, 0], [0, 3, 0], [226, 0, 0], [0, 25, 0], [254, 0, 0], [0, 231, 0], [255, 0, 0], [0, 249, 0], [92, 0, 0], [0, 208, 0], [183, 0, 0], [0, 222, 0], [139, 0, 0], [0, 166, 0], [110, 0, 0], [0, 249, 0], [241, 0, 0], [0, 5, 0], [107, 0, 0], [0, 200, 0], [131, 0, 0], [0, 137, 0], [66, 0, 0], [0, 4, 0], [124, 0, 0], [0, 93, 0], [236, 0, 0], [0, 201, 0], [225, 0, 0], [0, 6, 0], [36, 0, 0], [0, 234, 0], [189, 0, 0], [0, 65, 0], [154, 0, 0], [0, 5, 0], [58, 0, 0], [0, 101, 0], [232, 0, 0], [0, 191, 0], [165, 0, 0], [0, 179, 0], [1, 0, 0], [0, 166, 0], [202, 0, 0], [0, 207, 0], [58, 0, 0], [0, 139, 0], [198, 0, 0], [0, 12, 0], [44, 0, 0], [0, 64, 0], [206, 0, 0], [0, 113, 0], [235, 0, 0], [0, 7, 0]]
[[0, 156, 0], [0, 0, 221], [0, 86, 0], [0, 0, 53], [0, 186, 0], [0, 0, 143], [0, 23, 0], [0, 0, 161], [0, 189, 0], [0, 0, 157], [0, 58, 0], [0, 0, 65], [0, 201, 0], [0, 0, 58], [0, 40, 0], [0, 0, 207], [0, 204, 0], [0, 0, 21], [0, 254, 0], [0, 0, 217], [0, 87, 0], [0, 0, 207], [0, 137, 0], [0, 0, 55], [0, 16, 0], [0, 0, 3], [0, 192, 0], [0, 0, 252], [0, 21, 0], [0, 0, 60], [0, 221, 0], [0, 0, 223], [0, 73, 0], [0, 0, 124], [0, 195, 0], [0, 0, 224], [0, 183, 0], [0, 0, 120], [0, 144, 0], [0, 0, 109], [0, 230, 0], [0, 0, 93], [0, 14, 0], [0, 0, 84], [0, 119, 0], [0, 0, 201], [0, 160, 0], [0, 0, 89], [0, 199, 0], [0, 0, 155], [0, 253, 0], [0, 0, 131], [0, 139, 0], [0, 0, 182], [0, 6, 0], [0, 0, 226], [0, 41, 0], [0, 0, 41], [0, 175, 0], [0, 0, 71]]
[[129, 0, 0], [0, 99, 0], [34, 0, 0], [0, 225, 0], [100, 0, 0], [0, 62, 0], [26, 0, 0], [0, 110, 0], [255, 0, 0], [0, 4, 0], [47, 0, 0], [0, 84, 0], [110, 0, 0], [0, 173, 0], [169, 0, 0], [0, 25, 0], [15, 0, 0], [0, 190, 0], [21, 0, 0], [0, 123, 0], [141, 0, 0], [0, 79, 0], [74, 0, 0], [0, 14, 0], [77, 0, 0], [0, 121, 0], [65, 0, 0], [0, 38, 0], [75, 0, 0], [0, 88, 0], [70, 0, 0], [0, 211, 0], [219, 0, 0], [0, 95, 0], [155, 0, 0], [0, 230, 0], [50, 0, 0], [0, 128, 0], [70, 0, 0], [0, 57, 0], [209, 0, 0], [0, 170, 0], [58, 0, 0], [0, 20, 0], [103, 0, 0], [0, 114, 0], [148, 0, 0], [0, 111, 0], [104, 0, 0], [0, 123, 0], [238, 0, 0], [0, 48, 0], [199, 0, 0], [0, 177, 0], [146, 0, 0], [0, 231, 0], [218, 0, 0], [0, 255, 0], [80, 0, 0], [0, 108, 0]]
[[0, 220, 0], [0, 0, 38], [0, 221, 0], [0, 0, 37], [0, 76, 0], [0, 0, 20], [0, 34, 0], [0, 0, 71], [0, 174, 0], [0, 0, 241], [0, 22, 0], [0, 0, 171], [0, 103, 0], [0, 0, 172], [0, 91, 0], [0, 0, 146], [0, 195, 0], [0, 0, 224], [0, 121, 0], [0, 0, 34], [0, 247, 0], [0, 0, 59], [0, 26, 0], [0, 0, 209], [0, 187, 0], [0, 0, 154], [0, 43, 0], [0, 0, 196], [0, 84, 0], [0, 0, 253], [0, 111, 0], [0, 0, 250], [0, 90, 0], [0, 0, 125], [0, 68, 0], [0, 0, 156], [0, 162, 0], [0, 0, 140], [0, 239, 0], [0, 0, 104], [0, 88, 0], [0, 0, 85], [0, 29, 0], [0, 0, 165], [0, 128, 0], [0, 0, 73], [0, 15, 0], [0, 0, 55], [0, 253, 0], [0, 0, 46], [0, 190, 0], [0, 0, 13], [0, 159, 0], [0, 0, 66], [0, 0, 0], [0, 0, 222], [0, 46, 0], [0, 0, 207], [0, 40, 0], [0, 0, 189]]
[[50, 0, 0], [0, 19, 0], [251, 0, 0], [0, 51, 0], [252, 0, 0], [0, 72, 0], [124, 0, 0], [0, 205, 0], [35, 0, 0], [0, 59, 0], [31, 0, 0], [0, 77, 0], [38, 0, 0], [0, 32, 0], [82, 0, 0], [0, 174, 0], [102, 0, 0], [0, 130, 0], [150, 0, 0], [0, 192, 0], [162, 0, 0], [0, 22, 0], [101, 0, 0], [0, 95, 0], [123, 0, 0], [0, 243, 0], [81, 0, 0], [0, 116, 0], [95, 0, 0], [0, 219, 0], [139, 0, 0], [0, 120, 0], [162, 0, 0], [0, 115, 0], [19, 0, 0], [0, 232, 0], [33, 0, 0], [0, 90, 0], [157, 0, 0], [0, 115, 0], [66, 0, 0], [0, 170, 0], [46, 0, 0], [0, 182, 0], [53, 0, 0], [0, 11, 0], [153, 0, 0], [0, 208, 0], [234, 0, 0], [0, 81, 0], [32, 0, 0], [0, 130, 0], [92, 0, 0], [0, 204, 0], [92, 0, 0], [0, 49, 0], [182, 0, 0], [0, 84, 0], [31, 0, 0], [0, 224, 0]]
[[0, 24, 0], [0, 0, 170], [0, 53, 0], [0, 0, 219], [0, 57, 0], [0, 0, 137], [0, 250, 0], [0, 0, 226], [0, 9, 0], [0, 0, 49], [0, 154, 0], [0, 0, 87], [0, 12, 0], [0, 0, 71], [0, 232, 0], [0, 0, 1], [0, 140, 0], [0, 0, 208], [0, 61, 0], [0, 0, 84], [0, 55, 0], [0, 0, 158], [0, 145, 0], [0, 0, 114], [0, 128, 0], [0, 0, 247], [0, 244, 0], [0, 0, 47], [0, 10, 0], [0, 0, 202], [0, 123, 0], [0, 0, 221], [0, 38, 0], [0, 0, 162], [0, 177, 0], [0, 0, 124], [0, 189, 0], [0, 0, 50], [0, 123, 0], [0, 0, 36], [0, 170, 0], [0, 0, 74], [0, 154, 0], [0, 0, 149], [0, 178, 0], [0, 0, 156], [0, 24, 0], [0, 0, 255], [0, 91, 0], [0, 0, 113], [0, 186, 0], [0, 0, 184], [0, 38, 0], [0, 0, 185], [0, 30, 0], [0, 0, 238], [0, 122, 0], [0, 0, 38], [0, 14, 0], [0, 0, 108]]
[[11, 0, 0], [0, 220, 0], [126, 0, 0], [0, 87, 0], [233, 0, 0], [0, 203, 0], [63, 0, 0], [0, 74, 0], [246, 0, 0], [0, 193, 0], [84, 0, 0], [0, 202, 0], [194, 0, 0], [0, 228, 0], [160, 0, 0], [0, 140, 0], [89, 0, 0], [0, 181, 0], [196, 0, 0], [0, 75, 0], [30, 0, 0], [0, 137, 0], [198, 0, 0], [0, 134, 0], [125, 0, 0], [0, 156, 0], [31, 0, 0], [0, 75, 0], [203, 0, 0], [0, 232, 0], [181, 0, 0], [0, 74, 0], [141, 0, 0], [0, 166, 0], [181, 0, 0], [0, 158, 0], [230, 0, 0], [0, 43, 0], [122, 0, 0], [0, 84, 0], [155, 0, 0], [0, 215, 0], [48, 0, 0], [0, 116, 0], [215, 0, 0], [0, 107, 0], [33, 0, 0], [0, 168, 0], [175, 0, 0], [0, 233, 0], [176, 0, 0], [0, 163, 0], [105, 0, 0], [0, 225, 0], [219, 0, 0], [0, 249, 0], [154, 0, 0], [0, 65, 0], [153, 0, 0], [0, 254, 0]]
[[0, 66, 0], [0, 0, 52], [0, 40, 0], [0, 0, 231], [0, 213, 0], [0, 0, 164], [0, 112, 0], [0, 0, 213], [0, 113, 0], [0, 0, 240], [0, 147, 0], [0, 0, 118], [0, 134, 0], [0, 0, 211], [0, 5, 0], [0, 0, 44], [0, 208, 0], [0, 0, 9], [0, 66, 0], [0, 0, 228], [0, 120, 0], [0, 0, 181], [0, 121, 0], [0, 0, 6], [0, 25, 0], [0, 0, 78], [0, 58, 0], [0, 0, 48], [0, 1, 0], [0, 0, 60], [0, 203, 0], [0, 0, 172], [0, 32, 0], [0, 0, 129], [0, 7, 0], [0, 0, 184], [0, 112, 0], [0, 0, 179], [0, 38, 0], [0, 0, 136], [0, 182, 0], [0, 0, 181], [0, 227, 0], [0, 0, 76], [0, 199, 0], [0, 0, 2], [0, 113, 0], [0, 0, 211], [0, 1, 0], [0, 0, 49], [0, 113, 0], [0, 0, 250], [0, 184, 0], [0, 0, 120], [0, 64, 0], [0, 0, 108], [0, 108, 0], [0, 0, 136], [0, 156, 0], [0, 0, 125]]
[[167, 0, 0], [0, 182, 0], [194, 0, 0], [0, 174, 0], [171, 0, 0], [0, 95, 0], [177, 0, 0], [0, 68, 0], [190, 0, 0], [0, 254, 0], [188, 0, 0], [0, 118, 0], [251, 0, 0], [0, 228, 0], [177, 0, 0], [0, 100, 0], [243, 0, 0], [0, 164, 0], [25, 0, 0], [0, 180, 0], [1, 0, 0], [0, 144, 0], [97, 0, 0], [0, 137, 0], [36, 0, 0], [0, 69, 0], [61, 0, 0], [0, 57, 0], [220, 0, 0], [0, 37, 0], [24, 0, 0], [0, 132, 0], [159, 0, 0], [0, 176, 0], [73, 0, 0], [0, 167, 0], [34, 0, 0], [0, 218, 0], [66, 0, 0], [0, 134, 0], [234, 0, 0], [0, 62, 0], [109, 0, 0], [0, 93, 0], [167, 0, 0], [0, 76, 0], [28, 0, 0], [0, 103, 0], [58, 0, 0], [0, 243, 0], [84, 0, 0], [0, 136, 0], [134, 0, 0], [0, 163, 0], [182, 0, 0], [0, 175, 0], [203, 0, 0], [0, 149, 0], [38, 0, 0], [0, 213, 0]]
[[0, 194, 0], [0, 0, 251], [0, 93, 0], [0, 0, 173], [0, 234, 0], [0, 0, 200], [0, 117, 0], [0, 0, 161], [0, 19, 0], [0, 0, 101], [0, 61, 0], [0, 0, 231], [0, 112, 0], [0, 0, 36], [0, 98, 0], [0, 0, 124], [0, 155, 0], [0, 0, 76], [0, 181, 0], [0, 0, 159], [0, 98, 0], [0, 0, 131], [0, 6, 0], [0, 0, 231], [0, 244, 0], [0, 0, 11], [0, 141, 0], [0, 0, 72], [0, 43, 0], [0, 0, 157], [0, 214, 0], [0, 0, 245], [0, 183, 0], [0, 0, 115], [0, 159, 0], [0, 0, 55], [0, 222, 0], [0, 0, 165], [0, 227, 0], [0, 0, 156], [0, 130, 0], [0, 0, 87], [0, 133, 0], [0, 0, 142], [0, 123, 0], [0, 0, 126], [0, 58, 0], [0, 0, 117], [0, 132, 0], [0, 0, 59], [0, 189, 0], [0, 0, 82], [0, 42, 0], [0, 0, 223], [0, 17, 0], [0, 0, 211], [0, 3, 0], [0, 0, 180], [0, 228, 0], [0, 0, 169]]
[[173, 0, 0], [0, 166, 0], [71, 0, 0], [0, 236, 0], [212, 0, 0], [0, 62, 0], [112, 0, 0], [0, 53, 0], [125, 0, 0], [0, 40, 0], [52, 0, 0], [0, 133, 0], [111, 0, 0], [0, 236, 0], [162, 0, 0], [0, 50, 0], [196, 0, 0], [0, 98, 0], [41, 0, 0], [0, 63, 0], [46, 0, 0], [0, 65, 0], [176, 0, 0], [0, 4, 0], [247, 0, 0], [0, 129, 0], [220, 0, 0], [0, 125, 0], [93, 0, 0], [0, 74, 0], [85, 0, 0], [0, 174, 0], [111, 0, 0], [0, 90, 0], [93, 0, 0], [0, 216, 0], [25, 0, 0], [0, 213, 0], [208, 0, 0], [0, 152, 0], [105, 0, 0], [0, 57, 0], [239, 0, 0], [0, 150, 0], [155, 0, 0], [0, 116, 0], [31, 0, 0], [0, 67, 0], [26, 0, 0], [0, 116, 0], [115, 0, 0], [0, 216, 0], [48, 0, 0], [0, 229, 0], [90, 0, 0], [0, 57, 0], [217, 0, 0], [0, 5, 0], [67, 0, 0], [0, 179, 0]]
